"global_id";"Code";"Category";"FullName";"ShortName";"OrgInfo";"ObjectAddress";"ChiefName";"ChiefPosition";"ChiefGender";"ChiefPhone";"PublicPhone";"Fax";"Email";"CloseFlag";"CloseReason";"CloseDate";"ReopenDate";"BedSpace";"PaidServiceInfo";"WorkingHours";"ClarificationWorkingHours";"Specialization";"BeneficialDrugPrescription";"DrugStore";"AmbulanceStation";"AmbulanceStationPhone";"DoctorsSpecialtiesList";"DoctorSpecialitesList";"Extrainfo";"AgeRestriction";"DrugStoreType";"EntryState";"geoData";"geodata_center";
"656107835";"";"Стоматологическая поликлиника взрослая";"Государственное автономное учреждение здравоохранения города Москвы «Стоматологическая поликлиника № 60 Департамента здравоохранения города Москвы»";"ГАУЗ СП № 60 ДЗМ";"nested data";"nested data";"Терняк Евгений Владимирович";"главный врач";"мужской";"nested data";"nested data";"nested data";"nested data";"действует";"";"";"";"";"оказываются";"nested data";"";"";"";"нет";"нет";"nested data";"";"nested data";"Проезд: м. Щукинская, авт. 640, 137, 652, 5 ост. &quot;Стоматологическая п-ка&quot;; трамвай 10, 30, ост. &quot;Почта&quot;.";"взрослое";"";"";"{coordinates=[[37.406638598, 55.797843714]], type=MultiPoint}";"";
"656107870";"";"Стоматологическая поликлиника взрослая";"Государственное автономное учреждение здравоохранения города Москвы «Стоматологическая поликлиника № 12 Департамента здравоохранения города Москвы». Ортопедическое отделение";"ГАУЗ СП № 12 ДЗМ. Ортопедическое отделение";"nested data";"nested data";"Шляхтыч Елена Адамовна";"главный врач";"женский";"nested data";"nested data";"nested data";"nested data";"действует";"";"";"";"";"оказываются";"nested data";"";"";"";"нет";"нет";"nested data";"";"nested data";"";"взрослое";"";"";"{coordinates=[[37.56753643, 55.844865168]], type=MultiPoint}";"";
"656107953";"";"Стоматологическая поликлиника взрослая";"Государственное автономное учреждение здравоохранения города Москвы «Стоматологическая поликлиника № 2 Департамента здравоохранения города Москвы». Подразделение";"ГАУЗ СП № 2 ДЗМ. Подразделение";"nested data";"nested data";"Головичева Людмила Владимировна";"главный врач";"женский";"nested data";"nested data";"nested data";"nested data";"действует";"";"";"";"";"";"nested data";"2-я и 3-я суббота месяца 9:00-18:00";"";"";"нет";"нет";"nested data";"";"nested data";"";"";"";"";"{coordinates=[[37.404301833, 55.648561597]], type=MultiPoint}";"{coordinates=[37.404301833, 55.648561597], type=Point}";
"656107965";"";"Стоматологическая поликлиника взрослая";"Государственное автономное учреждение здравоохранения города Москвы «Стоматологическая поликлиника № 61 Департамента здравоохранения города Москвы»";"ГАУЗ СП № 61 ДЗМ";"nested data";"nested data";"Мунаев Руслан Вахаевич";"главный врач";"мужской";"nested data";"nested data";"nested data";"nested data";"действует";"";"";"";"";"оказываются";"nested data";"";"";"";"нет";"нет";"nested data";"";"nested data";"";"взрослое";"";"";"{coordinates=[[37.584936257, 55.899345662]], type=MultiPoint}";"{coordinates=[37.584936257, 55.899345662], type=Point}";
"841846811";"";"Стоматологическая поликлиника взрослая";"Государственное автономное учреждение здравоохранения города Москвы «Стоматологическая поликлиника № 35 Департамента здравоохранения города Москвы». Терапевтическое отделение №3";"ГАУЗ СП № 35 ДЗМ. Терапевтическое отделение №3";"nested data";"nested data";"Гусев Андрей Борисович";"главный врач";"мужской";"nested data";"nested data";"nested data";"nested data";"действует";"";"";"";"";"";"nested data";"";"";"";"нет";"нет";"nested data";"";"nested data";"";"";"";"";"{coordinates=[[37.238838195, 55.984356005]], type=MultiPoint}";"";
"841846812";"";"Стоматологическая поликлиника взрослая";"Государственное автономное учреждение здравоохранения города Москвы «Стоматологическая поликлиника № 60 Департамента здравоохранения города Москвы». Стоматологическое отделение";"ГАУЗ СП № 60 ДЗМ. Стоматологическое отделение";"nested data";"nested data";"Терняк Евгений Владимирович";"главный врач";"мужской";"nested data";"nested data";"nested data";"nested data";"действует";"";"";"";"";"";"nested data";"";"";"";"нет";"нет";"nested data";"";"nested data";"";"";"";"";"{coordinates=[[37.46707262, 55.783616401]], type=MultiPoint}";"";
"930042889";"";"Стоматологическая поликлиника взрослая";"Государственное автономное учреждение здравоохранения города Москвы «Стоматологическая поликлиника № 64 Департамента здравоохранения города Москвы». Стоматологическое отделение";"ГАУЗ СП № 64 ДЗМ. Стоматологическое отделение";"nested data";"nested data";"Ефремова Елизавета Владимировна";"главный врач";"женский";"nested data";"nested data";"nested data";"nested data";"действует";"";"";"";"";"";"nested data";"";"";"";"нет";"нет";"nested data";"";"nested data";"";"";"";"";"{coordinates=[[37.534677958, 55.549106009]], type=MultiPoint}";"{coordinates=[37.534677958, 55.549106009], type=Point}";
"930042890";"";"Стоматологическая поликлиника взрослая";"Государственное бюджетное учреждение здравоохранения города Москвы «Челюстно-лицевой госпиталь для ветеранов войн Департамента здравоохранения города Москвы». Стоматологическая поликлиника";"ГБУЗ ЧЛГ для ВВ ДЗМ. Стоматологическая поликлиника";"nested data";"nested data";"Бельченко Виктор Алексеевич";"главный врач";"мужской";"nested data";"nested data";"nested data";"nested data";"действует";"";"";"";"";"";"nested data";"Неотложная стоматологическая помощь с 20-00 до 8-00 ежедневно";"";"";"нет";"нет";"nested data";"";"nested data";"";"";"";"";"{coordinates=[[37.615136437, 55.714008926]], type=MultiPoint}";"{coordinates=[37.615136437, 55.714008926], type=Point}";
"930042892";"";"Стоматологическая поликлиника взрослая";"Государственное автономное учреждение здравоохранения города Москвы «Стоматологическая поликлиника № 32 Департамента здравоохранения города Москвы». Стоматологическое отделение";"ГАУЗ СП № 32 ДЗМ. Стоматологическое отделение";"nested data";"nested data";"Уманская Наталия Гульвардовна";"главный врач";"женский";"nested data";"nested data";"nested data";"nested data";"действует";"";"";"";"";"";"nested data";"Суббота - оказание помощи взрослому населению - дежурные врачи: с 9:00 до 18:00";"";"";"нет";"нет";"nested data";"";"nested data";"";"";"";"";"{coordinates=[[37.710301664, 55.872573338]], type=MultiPoint}";"";
"930042893";"";"Стоматологическая поликлиника взрослая";"Государственное автономное учреждение здравоохранения города Москвы «Стоматологическая поликлиника № 11 Департамента здравоохранения города Москвы». Филиал";"ГАУЗ СП № 11 ДЗМ. Филиал";"nested data";"nested data";"Зубкова Яна Юрьевна";"главный врач";"женский";"nested data";"nested data";"nested data";"nested data";"действует";"";"";"";"";"";"nested data";"";"";"";"нет";"нет";"nested data";"";"nested data";"";"";"";"";"{coordinates=[[37.572075739, 55.7896316]], type=MultiPoint}";"";
"930042894";"";"Стоматологическая поликлиника взрослая";"Государственное автономное учреждение здравоохранения города Москвы «Стоматологическая поликлиника № 62 Департамента здравоохранения города Москвы». Стоматологическое отделение";"ГАУЗ СП № 62 ДЗМ. Стоматологическое отделение";"nested data";"nested data";"Новоземцева Татьяна Николаевна";"главный врач";"женский";"nested data";"nested data";"nested data";"nested data";"действует";"";"";"";"";"";"nested data";"";"";"";"нет";"нет";"nested data";"";"nested data";"";"";"";"";"{coordinates=[[37.6535988, 55.590965221]], type=MultiPoint}";"";
"930042895";"";"Стоматологическая поликлиника взрослая";"Государственное автономное учреждение здравоохранения города Москвы «Стоматологическая поликлиника № 4 Департамента здравоохранения города Москвы». Отделение Жулебино";"ГАУЗ СП № 4 ДЗМ. Отделение Жулебино";"nested data";"nested data";"Аперян Манвел Седракович";"главный врач";"мужской";"nested data";"nested data";"nested data";"nested data";"действует";"";"";"";"";"";"nested data";"";"";"";"нет";"нет";"nested data";"";"nested data";"";"";"";"";"{coordinates=[[37.848209157, 55.699260621]], type=MultiPoint}";"";
"930064501";"";"Стоматологическая поликлиника взрослая";"Государственное бюджетное учреждение здравоохранения города Москвы «Больница «Кузнечики» Департамента здравоохранения города Москвы». Стоматологическое отделение";"ГБУЗ Больница «Кузнечики» ДЗМ. Стоматологическое отделение";"nested data";"nested data";"Карпович Александр Викторович";"главный врач";"мужской";"nested data";"nested data";"nested data";"nested data";"действует";"";"";"";"";"";"nested data";"";"";"";"нет";"нет";"nested data";"";"nested data";"";"";"";"";"{coordinates=[[37.510025516, 55.486100916]], type=MultiPoint}";"";
"930064502";"";"Стоматологическая поликлиника взрослая";"Государственное бюджетное учреждение здравоохранения города Москвы «Больница «Кузнечики» Департамента здравоохранения города Москвы». Стоматологический кабинет Кленово";"ГБУЗ Больница «Кузнечики» ДЗМ. Стоматологический кабинет Кленово";"nested data";"nested data";"Карпович Александр Викторович";"главный врач";"мужской";"nested data";"nested data";"nested data";"nested data";"действует";"";"";"";"";"";"nested data";"";"";"";"нет";"нет";"nested data";"";"nested data";"";"";"";"";"{coordinates=[[37.34872283, 55.325674609]], type=MultiPoint}";"";
"930064504";"";"Стоматологическая поликлиника взрослая";"Государственное бюджетное учреждение здравоохранения города Москвы «Троицкая городская больница Департамента здравоохранения города Москвы». Амбулатория «Птичное»";"ГБУЗ ТГБ ДЗМ. Амбулатория Птичное";"nested data";"nested data";"Герасименко Жаннетта Александровна";"главный врач";"женский";"nested data";"nested data";"nested data";"nested data";"действует";"";"";"";"";"";"nested data";"4 суббота месяца: 09:00-15:00";"";"";"нет";"нет";"nested data";"";"nested data";"";"";"";"";"{coordinates=[[37.224761858, 55.51871705]], type=MultiPoint}";"";
"930064505";"";"Стоматологическая поликлиника взрослая";"Государственное бюджетное учреждение здравоохранения города Москвы «Больница «Кузнечики» Департамента здравоохранения города Москвы». Стоматологический кабинет Красная Пахра";"ГБУЗ Больница «Кузнечики» ДЗМ. Стоматологический кабинет Красная Пахра";"nested data";"nested data";"Карпович Александр Викторович";"главный врач";"мужской";"nested data";"nested data";"nested data";"nested data";"действует";"";"";"";"";"";"nested data";"Каждая 3-я суббота с 09:00-15:00";"";"";"нет";"нет";"nested data";"";"nested data";"";"";"";"";"{coordinates=[[37.275345638, 55.431281799]], type=MultiPoint}";"";
"930064511";"";"Стоматологическая поликлиника взрослая";"Государственное бюджетное учреждение здравоохранения города Москвы «Троицкая городская больница Департамента здравоохранения города Москвы». Рудневская амбулатория";"ГБУЗ ТГБ ДЗМ. Рудневская амбулатория";"nested data";"nested data";"Герасименко Жаннетта Александровна";"главный врач";"женский";"nested data";"nested data";"nested data";"nested data";"действует";"";"";"";"";"";"nested data";"";"";"";"нет";"нет";"nested data";"";"nested data";"";"";"";"";"{coordinates=[[36.942228689, 55.464827359]], type=MultiPoint}";"";
"930064512";"";"Стоматологическая поликлиника взрослая";"Государственное бюджетное учреждение здравоохранения города Москвы «Троицкая городская больница филиал № 2 Департамента здравоохранения города Москвы»";"ГБУЗ ТГБ филиал № 2 ДЗМ";"nested data";"nested data";"Герасименко Жаннетта Александровна";"главный врач";"женский";"nested data";"nested data";"nested data";"nested data";"действует";"";"";"";"";"";"nested data";"1 и 3 субботы месяца: 09:00-15:00";"";"";"нет";"нет";"nested data";"";"nested data";"";"";"";"";"{coordinates=[[37.476582, 55.563974192]], type=MultiPoint}";"";
"930064514";"";"Стоматологическая поликлиника взрослая";"Государственное бюджетное учреждение здравоохранения города Москвы «Троицкая городская больница филиал № 1 - Ватутинская поликлиника Департамента здравоохранения города Москвы». Стоматологическое отделение";"ГБУЗ ТГБ филиал № 1 Ватутинская поликлиника ДЗМ. Стоматологическое отделение";"nested data";"nested data";"Герасименко Жаннетта Александровна";"главный врач";"женский";"nested data";"nested data";"nested data";"nested data";"действует";"";"";"";"";"";"nested data";"2 и 4 суббота месяца: 9:00-15:00";"";"";"нет";"нет";"nested data";"";"nested data";"";"";"";"";"{coordinates=[[37.351179733, 55.519729542]], type=MultiPoint}";"";
"930064515";"";"Стоматологическая поликлиника взрослая";"Государственное бюджетное учреждение здравоохранения города Москвы «Троицкая городская больница Департамента здравоохранения города Москвы». Амбулатория «Первомайское»";"ГБУЗ ТГБ ДЗМ. Амбулатория Первомайское";"nested data";"nested data";"Герасименко Жаннетта Александровна";"главный врач";"женский";"nested data";"nested data";"nested data";"nested data";"действует";"";"";"";"";"";"nested data";"";"";"";"нет";"нет";"nested data";"";"nested data";"";"";"";"";"{coordinates=[[37.162464871, 55.534741136]], type=MultiPoint}";"";
"930064516";"";"Стоматологическая поликлиника взрослая";"Государственное бюджетное учреждение здравоохранения города Москвы «Больница «Кузнечики» Департамента здравоохранения города Москвы». Стоматологический кабинет Знамя Октября";"ГБУЗ Больница «Кузнечики» ДЗМ. Стоматологический кабинет Знамя Октября";"nested data";"nested data";"Карпович Александр Викторович";"главный врач";"мужской";"nested data";"nested data";"nested data";"nested data";"действует";"";"";"";"";"";"nested data";"Каждая 2 и 3 субботы: 09:00-15:00";"";"";"нет";"нет";"nested data";"";"nested data";"";"";"";"";"{coordinates=[[37.536627665, 55.474214483]], type=MultiPoint}";"";
"930243016";"";"Стоматологическая поликлиника взрослая";"Государственное автономное учреждение здравоохранения города Москвы «Стоматологическая поликлиника № 51 Департамента здравоохранения города Москвы». Стоматологическое отделение Капотня";"ГАУЗ СП № 51 ДЗМ. Стоматологическое отделение Капотня";"nested data";"nested data";"Басова Александра Анатольевна";"главный врач";"женский";"nested data";"nested data";"nested data";"nested data";"действует";"";"";"";"";"";"nested data";"";"";"";"нет";"нет";"nested data";"";"nested data";"";"";"";"";"{coordinates=[[37.80292515, 55.637495832]], type=MultiPoint}";"";
"2608406754";"";"Стоматологическая поликлиника взрослая";"Государственное автономное учреждение здравоохранения города Москвы «Стоматологическая поликлиника № 65 Департамента здравоохранения города Москвы»";"ГАУЗ СП № 65 ДЗМ";"nested data";"nested data";"Бостанджян Тигран Марленович";"главный врач";"мужской";"nested data";"nested data";"nested data";"nested data";"действует";"";"";"";"";"оказываются";"nested data";"выходные и праздничные дни - оказание неотложной помощи 8.00 - 20.00";"";"";"нет";"да";"nested data";"";"nested data";"Проезд: м. &quot;Митино&quot;, далее пешком; М. «Тушинская», авт. № 266 до ост. «Магазин салон Русский мех»";"взрослое";"";"";"{coordinates=[[37.352002553, 55.847690965], [37.391333461, 55.893976209]], type=MultiPoint}";"";
"2608406757";"";"Стоматологическая поликлиника взрослая";"Государственное бюджетное учреждение здравоохранения города Москвы «Троицкая городская больница Департамента здравоохранения города Москвы». Стоматологическое отделение";"ГБУЗ ТГБ ДЗМ. Стоматологическое отделение";"nested data";"nested data";"Герасименко Жаннетта Александровна";"главный врач";"женский";"nested data";"nested data";"nested data";"nested data";"действует";"";"";"";"";"";"nested data";"";"";"";"нет";"нет";"nested data";"";"nested data";"";"";"";"";"{coordinates=[[37.300194727, 55.47270414], [37.45715344, 55.523687934]], type=MultiPoint}";"";
"2608406758";"";"Стоматологическая поликлиника взрослая";"Государственное бюджетное учреждение здравоохранения города Москвы «Городская больница города Московский Департамента здравоохранения города Москвы». Стоматологическое отделение";"ГБУЗ ГБ г. Московский ДЗМ. Стоматологическое отделение";"nested data";"nested data";"Абраамян Будён Анушаванович";"главный врач";"мужской";"nested data";"nested data";"nested data";"nested data";"действует";"";"";"";"";"";"nested data";"";"";"";"нет";"нет";"nested data";"";"nested data";"";"";"";"";"{coordinates=[[37.322902185, 55.548012714], [37.168874176, 55.604128688], [37.345992341, 55.59689787], [37.107458952, 55.593551198]], type=MultiPoint}";"";
"2608511111";"";"Стоматологическая поликлиника взрослая";"Государственное бюджетное учреждение здравоохранения города Москвы «Больница «Кузнечики» Департамента здравоохранения города Москвы». Стоматологический кабинет Шишкин Лес";"ГБУЗ Больница «Кузнечики» ДЗМ. Стоматологический кабинет Шишкин Лес";"nested data";"nested data";"Карпович Александр Викторович";"главный врач";"мужской";"nested data";"nested data";"nested data";"nested data";"действует";"";"";"";"";"";"nested data";"";"";"";"нет";"нет";"nested data";"";"nested data";"";"";"";"";"{coordinates=[[37.18252243, 55.41293275]], type=MultiPoint}";"";
"2608511113";"";"Стоматологическая поликлиника взрослая";"Государственное бюджетное учреждение здравоохранения города Москвы «Вороновская больница Департамента здравоохранения города Москвы». Стоматологическое отделение";"ГБУЗ Вороновская больница ДЗМ. Стоматологическое отделение";"nested data";"nested data";"Гурин Александр Анатольевич";"главный врач";"мужской";"nested data";"nested data";"nested data";"nested data";"действует";"";"";"";"";"";"nested data";"";"";"";"нет";"нет";"nested data";"";"nested data";"";"";"";"";"{coordinates=[[37.073234952, 55.212949554], [37.182608261, 55.318458868]], type=MultiPoint}";"";
